city,date,PM2.5,PM10,NO2,CO,SO2,AQI,temperature_2m_max,temperature_2m_min,Humidity,temperature_2m,anomaly,anomaly_label,anomaly_score,severity
Ahmeda,2015-01-01,313.22,607.98,36.39,15.2,9.25,472.0,28.6,15.6,65.68,22.1,-1,Anomaly,-0.07929400257915009,High
Ahmedabad,2015-01-01,135.99,142.06,18.22,0.92,27.64,782.0,29.9,15.3,64.12,22.6,1,Normal,0.14325335324059385,Normal
Ahmedabad,2015-01-02,152.85,142.06,15.69,0.97,24.55,784.5,26.5,15.8,68.2,21.15,1,Normal,0.12629381402354994,Normal
Ahmedabad,2015-01-02,186.18,269.55,32.87,9.54,6.65,454.0,28.3,14.8,66.04,21.55,1,Normal,0.05869472536832804,Normal
Ahmedabad,2015-01-03,133.98,142.06,19.3,17.4,29.07,677.75,30.0,13.8,64.0,21.9,1,Normal,0.0615104725217227,Normal
Ahmedabad,2015-01-04,102.8266667,142.06,18.48,1.7,18.59,381.6666667,25.7,12.4,69.16,19.05,1,Normal,0.12306873977641092,Normal
Ahmedabad,2015-01-05,110.4633333,142.06,21.42,22.1,39.33,169.25,29.4,12.4,64.72,20.9,1,Normal,0.041040128623356154,Normal
Ahmedabad,2015-01-06,121.9033333,142.06,38.48,45.41,45.76,305.3333333,35.7,16.5,57.16,26.1,-1,Anomaly,-0.020076207053656536,Medium
Ahmedabad,2015-01-07,122.8033333,142.06,40.62,112.16,32.28,282.6666667,30.8,18.7,63.04,24.75,-1,Anomaly,-0.05541115162909782,High
Ahmedabad,2015-01-08,113.6366667,142.06,36.74,80.87,38.54,379.6666667,35.9,21.1,56.92,28.5,-1,Anomaly,-0.06081381424655086,High
Ahmedabad,2015-01-09,118.5,142.06,31.0,29.16,58.68,345.6666667,40.7,22.7,51.16,31.700000000000003,-1,Anomaly,-0.04063660715762141,Medium
Ahmedabad,2015-01-10,116.61,142.06,7.04,5.0325,8.29,355.25,41.3,23.4,50.44,32.349999999999994,1,Normal,0.06501013230922659,Normal
Ahmedabad,2015-01-11,79.6175,142.06,55.8,132.07,25.03,379.75,41.4,25.3,50.32,33.35,-1,Anomaly,-0.11092031952086889,High
Ahmedabad,2015-01-12,71.6325,142.06,40.67,52.04,51.84,272.75,36.6,27.3,56.08,31.950000000000003,-1,Anomaly,-0.03929433498598367,Medium
Ahmedabad,2015-02-01,135.99,142.06,42.08,43.48,75.23,782.0,29.9,16.1,64.12,23.0,-1,Anomaly,-0.03602966796556195,Medium
Ahmedabad,2015-02-02,178.33,142.06,35.31,54.56,55.04,914.0,25.6,11.5,69.28,18.55,-1,Anomaly,-0.07485566312349223,High
Ahmedabad,2015-02-03,139.7,142.06,28.4,30.61,33.79,660.0,29.7,13.8,64.36,21.75,1,Normal,0.018506202338055888,Normal
Ahmedabad,2015-02-04,80.65,142.06,22.83,2.37,25.73,294.0,26.8,13.5,67.84,20.15,1,Normal,0.13065169088330075,Normal
Ahmedabad,2015-02-05,58.36,142.06,21.39,2.6,32.66,149.0,30.0,12.8,64.0,21.4,1,Normal,0.140547426271396,Normal
Ahmedabad,2015-02-06,79.29,142.06,26.94,1.16,67.41,190.0,34.4,18.4,58.72,26.4,1,Normal,0.1343627829621309,Normal
Ahmedabad,2015-02-07,88.7,142.06,31.32,7.29,80.09,247.0,32.1,16.7,61.48,24.4,1,Normal,0.07270577031444098,Normal
Ahmedabad,2015-02-08,74.28,142.06,27.3,8.92,54.28,379.0,37.1,20.6,55.48,28.85,1,Normal,0.088692327975876,Normal
Ahmedabad,2015-02-09,113.93,142.06,24.27,4.32,48.73,341.0,40.4,24.2,51.52,32.3,1,Normal,0.03864069422212524,Normal
Ahmedabad,2015-02-10,105.39,142.06,18.21,1.41,35.91,256.0,41.4,23.7,50.32,32.55,1,Normal,0.054992723553381695,Normal
Ahmedabad,2015-02-11,66.52,142.06,23.8,6.34,66.58,388.0,41.6,24.1,50.08,32.85,1,Normal,0.012967416631362472,Normal
Ahmedabad,2015-02-12,65.04,142.06,30.1,14.19,65.91,288.0,37.1,26.8,55.48,31.950000000000003,1,Normal,0.054526514571043294,Normal
Ahmedabad,2015-03-01,61.12,142.06,16.81,3.58,28.44,553.0,29.1,15.1,65.08,22.1,1,Normal,0.14998056766454826,Normal
Ahmedabad,2015-03-02,60.78,142.06,18.21,9.07,29.48,189.0,24.9,10.9,70.12,17.9,1,Normal,0.0499310886051435,Normal
Ahmedabad,2015-03-03,91.83,142.06,28.71,12.99,39.71,408.0,27.8,16.3,66.64,22.05,1,Normal,0.08548362919285118,Normal
Ahmedabad,2015-03-04,93.88,142.06,29.38,18.21,62.75,383.0,27.3,13.1,67.24,20.2,1,Normal,0.04587038484851025,Normal
Ahmedabad,2015-03-05,173.01,142.06,42.27,48.44,78.76,780.0,30.2,13.8,63.76,22.0,-1,Anomaly,-0.05923357037037369,High
Ahmedabad,2015-03-06,100.125,142.06,23.9,2.695,51.475,246.5,35.0,18.8,58.0,26.9,1,Normal,0.12401313597248287,Normal
Ahmedabad,2015-03-07,105.45,142.06,16.1,2.5,29.29,280.5,33.4,17.2,59.92,25.299999999999997,1,Normal,0.14408182318509027,Normal
Ahmedabad,2015-03-08,71.56,142.06,16.83,3.51,30.28,190.0,37.5,22.2,55.0,29.85,1,Normal,0.12397271992562309,Normal
Ahmedabad,2015-03-09,119.8,142.06,24.07,4.13,50.35,233.0,39.5,24.0,52.6,31.75,1,Normal,0.049143134726505444,Normal
Ahmedabad,2015-03-10,106.71,142.06,25.59,5.39,38.85,297.0,41.2,23.6,50.56,32.400000000000006,1,Normal,0.03409141774123725,Normal
Ahmedabad,2015-03-11,118.49,142.06,28.94,4.11,54.2,330.0,41.2,24.2,50.56,32.7,1,Normal,0.01218273580407847,Normal
Ahmedabad,2015-03-12,106.01,142.06,27.31,4.28,70.29,252.0,37.0,26.7,55.6,31.85,1,Normal,0.07370957948927903,Normal
Ahmedabad,2015-04-01,96.04,142.06,20.07,3.8,62.42,324.0,28.6,13.7,65.68,21.15,1,Normal,0.09084909369488153,Normal
Ahmedabad,2015-04-02,77.69,142.06,18.87,5.24,100.48,222.0,25.2,12.7,69.76,18.95,1,Normal,0.02579322696470643,Normal
Ahmedabad,2015-04-03,53.07,142.06,13.82,4.17,40.36,169.0,26.5,13.7,68.2,20.1,1,Normal,0.09861650772972136,Normal
Ahmedabad,2015-04-04,63.11,142.06,15.5,5.63,38.21,220.0,28.5,13.7,65.8,21.1,1,Normal,0.11411958179039289,Normal
Ahmedabad,2015-04-05,156.76,142.06,16.7,3.92,26.32,503.5,30.0,14.8,64.0,22.4,1,Normal,0.11950226964400062,Normal
Ahmedabad,2015-04-06,120.96,142.06,20.86,4.23,35.54,303.0,32.3,17.3,61.24,24.799999999999997,1,Normal,0.1121268726688871,Normal
Ahmedabad,2015-04-07,138.63,142.06,25.47,5.65,87.43,314.0,33.6,18.2,59.68,25.9,1,Normal,0.05597337578293038,Normal
Ahmedabad,2015-04-08,144.36,142.06,30.69,15.82,66.39,378.0,38.4,21.7,53.92,30.049999999999997,1,Normal,0.0183691543502984,Normal
Ahmedabad,2015-04-09,85.03,142.06,26.7,3.3,59.16,415.0,40.9,23.2,50.92,32.05,1,Normal,0.04682852801501092,Normal
Ahmedabad,2015-04-10,134.6,142.06,26.27,5.9,34.53,254.0,40.6,24.2,51.28,32.4,1,Normal,0.030276846756049913,Normal
Ahmedabad,2015-04-11,61.06,142.06,14.03,3.52,8.08,126.0,41.5,24.8,50.2,33.15,1,Normal,0.09547212830772006,Normal
Ahmedabad,2015-04-12,39.42,142.06,19.56,5.28,17.66,175.0,37.0,26.7,55.6,31.85,1,Normal,0.12887108602046538,Normal
Ahmedabad,2015-05-01,96.65,142.06,15.9,4.67,39.41,240.0,28.1,13.2,66.28,20.65,1,Normal,0.10456569343461397,Normal
Ahmedabad,2015-05-02,126.77,142.06,23.93,15.69,93.18,344.0,26.4,13.5,68.32,19.95,1,Normal,0.009530662422243874,Normal
Ahmedabad,2015-05-03,106.15,142.06,23.02,13.12,65.95,503.0,27.7,12.9,66.76,20.3,1,Normal,0.047359639317205326,Normal
Ahmedabad,2015-05-04,86.31,142.06,10.5,2.69,50.13,308.0,28.7,13.3,65.56,21.0,1,Normal,0.11509058661627924,Normal
Ahmedabad,2015-05-05,83.99,142.06,0.08,2.73,34.06,227.0,31.0,16.4,62.8,23.7,1,Normal,0.11208717072603736,Normal
Ahmedabad,2015-05-06,65.11,142.06,4.58,3.14,22.27,120.0,31.7,16.2,61.96,23.95,1,Normal,0.1497250060137671,Normal
Ahmedabad,2015-05-07,51.03,142.06,20.47,6.24,15.5,158.0,33.2,18.5,60.16,25.85,1,Normal,0.1535165041852603,Normal
Ahmedabad,2015-05-08,38.73,142.06,19.28,8.0,20.13,177.0,39.1,21.0,53.08,30.05,1,Normal,0.09581918971396097,Normal
Ahmedabad,2015-05-09,61.12,142.06,17.82,9.94,39.69,201.0,40.5,23.8,51.4,32.15,1,Normal,0.04212155460248701,Normal
Ahmedabad,2015-05-10,58.44,142.06,17.24,10.68,54.69,211.0,39.3,23.3,52.84,31.299999999999997,1,Normal,0.04278227234772847,Normal
Ahmedabad,2015-05-11,61.49,142.06,16.69,11.44,42.66,221.0,39.4,24.7,52.72,32.05,1,Normal,0.05065195795666355,Normal
Ahmedabad,2015-05-12,65.39,142.06,16.08,12.3,27.96,233.0,36.6,27.1,56.08,31.85,1,Normal,0.0861826646292439,Normal
Ahmedabad,2015-06-01,77.22,142.06,15.47,7.02,71.97,185.0,28.1,13.6,66.28,20.85,1,Normal,0.0739317981667329,Normal
Ahmedabad,2015-06-02,45.29,142.06,12.74,7.25,18.64,179.0,29.9,16.0,64.12,22.95,1,Normal,0.13665295328531585,Normal
Ahmedabad,2015-06-03,103.78,142.06,13.9,6.36,7.76,211.0,29.5,10.8,64.6,20.15,1,Normal,0.11115172714290672,Normal
Ahmedabad,2015-06-04,25.14,142.06,18.73,6.01,38.05,192.0,26.0,15.2,68.8,20.6,1,Normal,0.08561104048408252,Normal
Ahmedabad,2015-06-05,87.03,142.06,17.88,8.05,23.84,310.0,31.0,20.2,62.8,25.6,1,Normal,0.1307090127402033,Normal
Ahmedabad,2015-06-06,89.6,142.06,19.84,6.59,48.05,223.0,31.9,17.3,61.72,24.6,1,Normal,0.09578695271461557,Normal
Ahmedabad,2015-06-07,80.69,142.06,16.07,6.86,39.85,192.0,35.0,18.2,58.0,26.6,1,Normal,0.132111916796549,Normal
Ahmedabad,2015-06-08,44.75,142.06,16.53,7.76,9.89,191.0,39.5,20.3,52.6,29.9,1,Normal,0.11037359667589086,Normal
Ahmedabad,2015-06-09,38.11,142.06,11.62,7.41,3.13,184.0,40.9,22.5,50.92,31.7,1,Normal,0.07978072339382003,Normal
Ahmedabad,2015-06-10,45.5,142.06,15.59,8.56,0.76,220.0,40.0,24.1,52.0,32.05,1,Normal,0.07874003777741484,Normal
Ahmedabad,2015-06-11,36.98,142.06,11.52,8.21,0.52,215.0,39.9,25.2,52.12,32.55,1,Normal,0.08468484824491257,Normal
Ahmedabad,2015-06-12,43.58,142.06,13.33,8.26,1.02,226.0,36.0,26.9,56.8,31.45,1,Normal,0.11619178588514784,Normal
Ahmedabad,2015-07-01,4.66,142.06,10.9,9.01,7.31,223.0,28.9,12.4,65.32,20.65,1,Normal,0.11468093666740481,Normal
Ahmedabad,2015-07-02,48.72,142.06,11.94,9.56,5.72,230.0,30.8,15.3,63.04,23.05,1,Normal,0.12930505974005468,Normal
Ahmedabad,2015-07-03,49.7,142.06,9.81,9.43,6.78,243.0,28.2,11.4,66.16,19.8,1,Normal,0.10646577799179996,Normal
Ahmedabad,2015-07-04,48.1,142.06,9.53,8.03,9.33,215.0,25.7,12.4,69.16,19.05,1,Normal,0.09617343749461388,Normal
Ahmedabad,2015-07-05,47.43,142.06,9.45,8.11,7.93,199.0,30.3,19.8,63.64,25.05,1,Normal,0.1449018276219589,Normal
Ahmedabad,2015-07-06,51.74,142.06,12.38,8.91,10.05,200.0,30.0,17.2,64.0,23.6,1,Normal,0.13624024258394124,Normal
Ahmedabad,2015-07-07,42.68,142.06,11.08,9.74,10.87,226.0,35.1,17.8,57.88,26.450000000000003,1,Normal,0.12747822259592068,Normal
Ahmedabad,2015-07-08,38.45,142.06,7.8,10.55,10.28,241.0,39.6,23.6,52.48,31.6,1,Normal,0.07458279688594294,Normal
Ahmedabad,2015-07-09,46.69,142.06,0.17,11.48,10.25,222.0,41.0,23.5,50.8,32.25,1,Normal,0.032850226211557865,Normal
Ahmedabad,2015-07-10,55.27,142.06,0.12,11.55,12.7,223.0,40.6,23.8,51.28,32.2,1,Normal,0.03528636460838663,Normal
Ahmedabad,2015-07-11,149.03,142.06,0.16,11.49,10.07,248.0,40.0,26.5,52.0,33.25,1,Normal,0.016570503269185854,Normal
Ahmedabad,2015-07-12,86.57,142.06,0.17,11.47,11.09,300.0,35.7,26.6,57.16,31.150000000000002,1,Normal,0.08640588196646992,Normal
Ahmedabad,2015-08-01,40.29,142.06,10.52,6.74,8.27,173.0,29.4,12.8,64.72,21.1,1,Normal,0.13952306749464816,Normal
Ahmedabad,2015-08-02,41.16,142.06,10.51,6.91,13.48,172.0,29.0,12.1,65.2,20.55,1,Normal,0.1268469185210611,Normal
Ahmedabad,2015-08-03,36.12,142.06,11.56,7.21,13.62,190.0,27.3,15.4,67.24,21.35,1,Normal,0.1362266992528553,Normal
Ahmedabad,2015-08-04,28.51,142.06,20.52,6.69,5.69,171.0,26.3,12.6,68.44,19.45,1,Normal,0.1085404406059236,Normal
Ahmedabad,2015-08-05,31.59,142.06,20.42,6.99,9.23,168.0,30.3,18.6,63.64,24.450000000000003,1,Normal,0.14037246686664973,Normal
Ahmedabad,2015-08-06,42.56,142.06,20.4,7.17,6.28,172.0,30.6,15.6,63.28,23.1,1,Normal,0.14124120681638386,Normal
Ahmedabad,2015-08-07,48.12,142.06,20.3,7.14,6.77,173.0,36.0,18.8,56.8,27.4,1,Normal,0.14306632308952216,Normal
Ahmedabad,2015-08-08,37.09,142.06,20.21,7.22,8.66,175.0,39.8,24.2,52.24,32.0,1,Normal,0.10613334701103799,Normal
Ahmedabad,2015-08-09,33.4,142.06,20.09,7.4,9.95,179.0,40.8,23.5,51.04,32.15,1,Normal,0.09517042362377603,Normal
Ahmedabad,2015-08-10,38.64,142.06,20.21,7.35,9.74,174.0,41.7,23.9,49.96,32.8,1,Normal,0.07258037581329424,Normal
Ahmedabad,2015-08-11,40.49,142.06,20.23,7.48,8.92,176.0,38.6,26.9,53.68,32.75,1,Normal,0.11361973495953759,Normal
Ahmedabad,2015-08-12,41.37,142.06,20.2,7.47,11.73,179.0,38.6,25.9,53.68,32.25,1,Normal,0.1171940091787596,Normal
Ahmedabad,2015-09-01,63.2,142.06,14.82,17.03,3.69,302.0,29.7,11.9,64.36,20.8,1,Normal,0.08008722173216287,Normal
Ahmedabad,2015-09-02,64.73,142.06,14.82,17.01,6.45,302.0,26.9,13.3,67.72,20.1,1,Normal,0.08041061613571898,Normal
Ahmedabad,2015-09-03,65.28,142.06,14.85,17.04,6.13,301.0,27.6,15.1,66.88,21.35,1,Normal,0.09466528312859535,Normal
Ahmedabad,2015-09-04,67.86,142.06,14.87,16.97,8.87,302.0,26.4,13.9,68.32,20.15,1,Normal,0.0849291079979797,Normal
Ahmedabad,2015-09-05,52.4,142.06,14.81,16.97,9.89,301.0,30.1,14.4,63.88,22.25,1,Normal,0.09358995707608475,Normal
Ahmedabad,2015-09-06,33.33,142.06,14.89,16.95,6.88,302.0,32.0,16.0,61.6,24.0,1,Normal,0.10143668737069383,Normal
Ahmedabad,2015-09-07,29.52,142.06,14.88,16.94,8.56,301.0,35.6,17.2,57.28,26.4,1,Normal,0.09221936650149948,Normal
Ahmedabad,2015-09-08,15.53,142.06,14.85,17.0,15.13,301.0,40.0,22.1,52.0,31.05,1,Normal,0.042465155374944,Normal
Ahmedabad,2015-09-09,57.51,142.06,50.9,16.31,8.73,416.0,39.9,23.6,52.12,31.75,1,Normal,0.04285786356493704,Normal
Ahmedabad,2015-09-10,50.24,142.06,12.31,9.46,11.63,226.0,42.2,24.8,49.36,33.5,1,Normal,0.026256527258548323,Normal
Ahmedabad,2015-09-11,61.77,142.06,15.43,8.68,8.1,276.0,38.1,27.1,54.28,32.6,1,Normal,0.10054607852058606,Normal
Ahmedabad,2015-09-12,46.93,142.06,11.47,7.14,7.92,209.0,37.9,26.5,54.52,32.2,1,Normal,0.12768915898112043,Normal
Ahmedabad,2015-10-01,76.41,142.06,34.7,17.96,15.44,396.0,29.8,13.2,64.24,21.5,1,Normal,0.0819955763375686,Normal
Ahmedabad,2015-10-02,102.49,142.06,37.85,33.31,27.32,731.0,27.5,15.1,67.0,21.3,1,Normal,0.02221430775356592,Normal
Ahmedabad,2015-10-03,127.94,142.06,28.38,11.14,25.59,466.0,27.3,14.3,67.24,20.8,1,Normal,0.0891726078732698,Normal
Ahmedabad,2015-10-04,87.18,142.06,21.51,7.83,6.98,230.0,28.2,13.7,66.16,20.95,1,Normal,0.12954567916656778,Normal
Ahmedabad,2015-10-05,99.73,142.06,30.23,20.16,32.74,309.0,31.4,14.0,62.32,22.7,1,Normal,0.058987721523537484,Normal
Ahmedabad,2015-10-06,84.15,142.06,32.1,15.83,19.37,519.0,33.2,14.3,60.16,23.75,1,Normal,0.08877210767770527,Normal
Ahmedabad,2015-10-07,92.12,142.06,32.5,18.21,31.75,397.0,34.9,19.9,58.12,27.4,1,Normal,0.08000488618345625,Normal
Ahmedabad,2015-10-08,94.02,142.06,36.97,27.14,24.88,517.0,40.6,21.1,51.28,30.85,-1,Anomaly,-0.00876963928590102,Medium
Ahmedabad,2015-10-09,150.27,142.06,34.86,15.9,26.35,653.0,38.8,23.9,53.44,31.349999999999998,1,Normal,0.025129508637368736,Normal
Ahmedabad,2015-10-10,118.91,142.06,29.22,5.42,79.47,355.0,42.4,24.7,49.12,33.55,-1,Anomaly,-0.037387868203415886,Medium
Ahmedabad,2015-10-11,91.41,142.06,23.45,5.19,25.44,227.0,39.0,27.3,53.2,33.15,1,Normal,0.0899343547775846,Normal
Ahmedabad,2015-10-12,95.9,142.06,33.63,10.38,30.06,316.0,38.7,27.0,53.56,32.85,1,Normal,0.0585833317972459,Normal
Ahmedabad,2015-11-01,101.89,142.06,28.36333333,12.29666667,18.47666667,525.5,31.1,14.3,62.68,22.700000000000003,1,Normal,0.08751754110604587,Normal
Ahmedabad,2015-11-02,122.54,142.06,44.2,75.42,13.78,713.25,28.8,14.3,65.44,21.55,-1,Anomaly,-0.028960489761635677,Medium
Ahmedabad,2015-11-03,147.18,142.06,36.87,33.06,21.24,557.0,27.7,14.8,66.76,21.25,1,Normal,0.016761457775488542,Normal
Ahmedabad,2015-11-04,214.67,142.06,42.21,57.37,22.18,209.75,29.2,13.1,64.96,21.15,-1,Anomaly,-0.050091953819393464,High
Ahmedabad,2015-11-05,207.13,142.06,35.31,28.41,50.33,536.0,33.3,15.0,60.04,24.15,-1,Anomaly,-0.0028182089303975255,Medium
Ahmedabad,2015-11-06,191.01,142.06,50.11,39.61,40.78,354.0,33.9,16.4,59.32,25.15,-1,Anomaly,-0.028913731916854757,Medium
Ahmedabad,2015-11-07,192.35,142.06,29.04,9.39,29.18,381.0,33.5,18.1,59.8,25.8,1,Normal,0.0732427507105658,Normal
Ahmedabad,2015-11-08,127.64,142.06,31.91,6.74,26.94,355.0,40.8,21.7,51.04,31.25,1,Normal,0.037523096401471556,Normal
Ahmedabad,2015-11-09,139.05,142.06,25.58666667,12.2775,20.33,553.75,39.3,23.5,52.84,31.4,1,Normal,0.05194801342866984,Normal
Ahmedabad,2015-11-10,105.8125,142.06,38.08,47.63666667,61.32333333,363.25,41.5,24.6,50.2,33.05,-1,Anomaly,-0.08961347620186866,High
Ahmedabad,2015-11-11,84.8175,142.06,29.19,20.80666667,34.24,242.25,38.4,26.8,53.92,32.6,1,Normal,0.03343215073116723,Normal
Ahmedabad,2015-11-12,88.51333333,142.06,31.01666667,10.27,26.89444444,309.4444444,39.3,26.9,52.84,33.099999999999994,1,Normal,0.055148030560408234,Normal
Ahmedabad,2015-12-01,127.37,142.06,22.02666667,6.633333333,21.51333333,655.0,26.9,15.9,67.72,21.4,1,Normal,0.11609728602332464,Normal
Ahmedabad,2015-12-02,128.26,142.06,31.75,46.41,21.425,695.5,29.7,14.6,64.36,22.15,-1,Anomaly,-0.007916084120653255,Medium
Ahmedabad,2015-12-03,125.0033333,142.06,27.675,17.38,19.915,469.3333333,25.4,16.4,69.52,20.9,1,Normal,0.06797316202965131,Normal
Ahmedabad,2015-12-04,162.5666667,142.06,31.815,39.735,30.755,189.5,29.2,12.3,64.96,20.75,-1,Anomaly,-0.026689267042495968,Medium
Ahmedabad,2015-12-05,164.5166667,142.06,36.895,36.91,48.045,420.6666667,34.6,15.3,58.48,24.950000000000003,-1,Anomaly,-0.03008037722498358,Medium
Ahmedabad,2015-12-06,156.9066667,142.06,45.365,75.885,36.53,318.3333333,35.0,18.1,58.0,26.55,-1,Anomaly,-0.057594414395401694,High
Ahmedabad,2015-12-07,152.9933333,142.06,32.89,45.13,33.86,380.3333333,35.1,20.0,57.88,27.55,-1,Anomaly,-0.019052930158486192,Medium
Ahmedabad,2015-12-08,123.07,142.06,31.455,17.95,42.81,350.3333333,40.4,21.7,51.52,31.049999999999997,-1,Anomaly,-9.758191400810468e-06,Medium
Ahmedabad,2015-12-09,127.83,142.06,16.31333333,8.655,14.31,454.5,40.3,23.4,51.64,31.849999999999998,1,Normal,0.05055705173560532,Normal
Ahmedabad,2015-12-10,92.715,142.06,46.94,89.85333333,43.17666667,371.5,41.5,24.9,50.2,33.2,-1,Anomaly,-0.11072780867365317,High
Ahmedabad,2015-12-11,78.225,142.06,34.93,36.42333333,43.04,257.5,37.6,27.2,54.88,32.4,-1,Anomaly,-0.008940587118186016,Medium
Ahmedabad,2015-12-12,81.12666667,142.06,28.40333333,10.16,23.72888889,302.8888889,39.4,27.1,52.72,33.25,1,Normal,0.06500691674042325,Normal
Ahmedabad,2016-01-01,73.74,142.06,25.79,10.05,20.56333333,296.3333333,39.4,27.0,52.72,33.2,1,Normal,0.07453033590552238,Normal
Ahmedabad,2016-01-02,178.2875,142.06,11.885,11.9725,14.905,368.25,40.3,28.5,51.64,34.4,-1,Anomaly,-0.015195349567258098,Medium
Ahmedabad,2016-01-03,161.245,142.06,12.7225,10.895,12.5125,367.25,39.2,27.1,52.96,33.150000000000006,1,Normal,0.026456354802991466,Normal
Ahmedabad,2016-01-04,124.08,142.06,10.2225,10.3975,13.0075,346.0,38.8,28.5,53.44,33.65,1,Normal,0.03731892417527005,Normal
Ahmedabad,2016-01-05,145.5775,142.06,10.28,7.66,49.9975,322.5,33.2,26.4,60.16,29.8,1,Normal,0.07833147743933089,Normal
Ahmedabad,2016-01-06,36.66666667,142.06,5.503333333,13.45333333,13.00666667,212.2,30.7,24.5,63.16,27.6,1,Normal,0.10154532355005791,Normal
Ahmedabad,2016-01-07,61.99666667,142.06,4.79,12.35333333,13.38333333,287.3636364,33.4,24.6,59.92,29.0,1,Normal,0.11229337359181235,Normal
Ahmedabad,2016-01-08,72.34,142.06,5.66,12.08666667,5.686666667,315.8,30.0,24.7,64.0,27.35,1,Normal,0.11504193314235889,Normal
Ahmedabad,2016-01-09,96.36333333,142.06,7.113333333,11.15,4.96,296.2,31.5,25.7,62.2,28.6,1,Normal,0.11324053754658703,Normal
Ahmedabad,2016-01-10,72.85333333,142.06,5.093333333,10.06,6.946666667,276.9,31.0,22.4,62.8,26.7,1,Normal,0.12289635471580795,Normal
Ahmedabad,2016-01-11,61.43,142.06,6.043333333,10.06666667,8.766666667,255.1,35.6,23.3,57.28,29.450000000000003,1,Normal,0.12088970327729431,Normal
Ahmedabad,2016-01-12,44.304,142.06,7.935,11.696,13.671,255.1,38.8,23.4,53.44,31.099999999999998,1,Normal,0.08105237265374615,Normal
Ahmedabad,2016-02-01,66.35333333,142.06,23.17666667,9.94,17.39777778,289.7777778,40.1,26.9,51.88,33.5,1,Normal,0.05549595737697671,Normal
Ahmedabad,2016-02-02,152.05125,142.06,11.1525,11.48375,12.6875,342.375,42.0,30.2,49.6,36.1,-1,Anomaly,-0.0459433598561938,Medium
Ahmedabad,2016-02-03,140.2175,142.06,11.68875,10.4725,10.69875,342.375,39.5,26.8,52.6,33.15,1,Normal,0.04390088552355054,Normal
Ahmedabad,2016-02-04,110.105,142.06,8.98375,10.11125,11.12125,324.0,36.8,27.8,55.84,32.3,1,Normal,0.08879626875662028,Normal
Ahmedabad,2016-02-05,130.35625,142.06,9.03,7.735,41.90125,303.25,31.0,26.9,62.8,28.95,1,Normal,0.09062739177596107,Normal
Ahmedabad,2016-02-06,38.72888889,142.06,4.861111111,12.44111111,11.07888889,205.0,31.3,24.6,62.44,27.950000000000003,1,Normal,0.11111831042696296,Normal
Ahmedabad,2016-02-07,57.64222222,142.06,4.27,11.54444444,11.40777778,282.8181818,32.7,24.9,60.76,28.8,1,Normal,0.10970330543781864,Normal
Ahmedabad,2016-02-08,68.0,142.06,5.016666667,11.28888889,5.038888889,317.4,31.0,24.9,62.8,27.95,1,Normal,0.11209401760917354,Normal
Ahmedabad,2016-02-09,86.82777778,142.06,6.244444444,10.46666667,4.366666667,290.6,30.6,25.6,63.28,28.1,1,Normal,0.11958312728703219,Normal
Ahmedabad,2016-02-10,68.26111111,142.06,4.661111111,9.5,5.938888889,280.2,31.2,23.2,62.56,27.2,1,Normal,0.12949648285001508,Normal
Ahmedabad,2016-02-11,58.46,142.06,5.691111111,9.672222222,7.525555556,262.8,37.4,25.4,55.12,31.4,1,Normal,0.09742080548068649,Normal
Ahmedabad,2016-02-12,42.242,142.06,8.9,11.958,13.798,263.8,38.4,23.8,53.92,31.1,1,Normal,0.08495432580950812,Normal
Ahmedabad,2016-03-01,58.96666667,142.06,20.56333333,9.83,14.23222222,283.2222222,40.8,27.6,51.04,34.2,1,Normal,0.03240533002012158,Normal
Ahmedabad,2016-03-02,125.815,142.06,10.42,10.995,10.47,316.5,40.8,30.6,51.04,35.7,-1,Anomaly,-0.0161649492601752,Medium
Ahmedabad,2016-03-03,119.19,142.06,10.655,10.05,8.885,317.5,39.0,26.4,53.2,32.7,1,Normal,0.06496427467763655,Normal
Ahmedabad,2016-03-04,96.13,142.06,7.745,9.825,9.235,302.0,31.4,26.0,62.32,28.7,1,Normal,0.1284294831461753,Normal
Ahmedabad,2016-03-05,115.135,142.06,7.78,7.81,33.805,284.0,27.6,25.6,66.88,26.6,1,Normal,0.09659131177227986,Normal
Ahmedabad,2016-03-06,40.79111111,142.06,4.218888889,11.42888889,9.151111111,197.8,32.0,24.0,61.6,28.0,1,Normal,0.11662064130591504,Normal
Ahmedabad,2016-03-07,53.28777778,142.06,3.75,10.73555556,9.432222222,278.2727273,33.5,23.9,59.8,28.7,1,Normal,0.11512769316362026,Normal
Ahmedabad,2016-03-08,63.66,142.06,4.373333333,10.49111111,4.391111111,319.0,31.6,25.6,62.08,28.6,1,Normal,0.11560388954364359,Normal
Ahmedabad,2016-03-09,77.29222222,142.06,5.375555556,9.783333333,3.773333333,285.0,30.4,24.9,63.52,27.65,1,Normal,0.12369159477489355,Normal
Ahmedabad,2016-03-10,63.66888889,142.06,4.228888889,8.94,4.931111111,283.5,31.0,22.8,62.8,26.9,1,Normal,0.1307629495061734,Normal
Ahmedabad,2016-03-11,55.49,142.06,5.338888889,9.277777778,6.284444444,270.5,37.1,27.5,55.48,32.3,1,Normal,0.10649457397405471,Normal
Ahmedabad,2016-03-12,40.18,142.06,9.865,12.22,13.925,272.5,38.9,24.2,53.32,31.549999999999997,1,Normal,0.08037397402890595,Normal
