city,date,PM2.5,PM10,NO2,CO,SO2,AQI,temperature_2m_max,temperature_2m_min,Humidity,temperature_2m,anomaly,anomaly_label,anomaly_score,severity
Amaravati,2018-10-02,9.7,30.1,13.81,0.72,7.25,48.0,30.4,15.7,63.52,23.049999999999997,1,Normal,0.17260197246932718,Normal
Amaravati,2018-10-03,13.11,41.43,14.11,0.79,19.9,84.5,28.9,14.6,65.32,21.75,1,Normal,0.16665308871986467,Normal
Amaravati,2018-10-04,14.15,39.67,14.53,0.54,13.81,71.5,26.0,11.5,68.8,18.75,1,Normal,0.1278902912742434,Normal
Amaravati,2018-10-05,25.88,56.44,17.79,0.84,12.41,56.0,27.3,11.6,67.24,19.45,1,Normal,0.14843905549495628,Normal
Amaravati,2018-10-06,49.7,109.35,25.91,0.76,14.31,80.0,28.0,11.1,66.4,19.55,1,Normal,0.1577109258694615,Normal
Amaravati,2018-10-07,68.66,163.06,36.24,0.86,10.92,121.0,25.8,12.1,69.04,18.95,1,Normal,0.13290125487912485,Normal
Amaravati,2018-10-08,53.52,122.89,35.17,1.44,13.94,156.0,31.9,16.1,61.72,24.0,1,Normal,0.18199769661472898,Normal
Amaravati,2018-10-09,65.16,184.84,52.69,1.07,25.5,142.0,30.6,16.4,63.28,23.5,1,Normal,0.1515384391441859,Normal
Amaravati,2018-10-10,52.88,172.08,26.45,0.81,31.74,154.0,33.6,19.6,59.68,26.6,1,Normal,0.16975587759158595,Normal
Amaravati,2018-10-11,54.08,157.38,26.71,1.02,27.31,104.0,30.7,16.6,63.16,23.65,1,Normal,0.1730915315859075,Normal
Amaravati,2018-10-12,40.99,122.69,29.54,0.6,24.37,130.0,34.6,21.3,58.48,27.950000000000003,1,Normal,0.18385841429096145,Normal
Amaravati,2018-11-01,17.62,37.38,35.39,0.6,12.5,97.0,31.2,15.0,62.56,23.1,1,Normal,0.1614154318302949,Normal
Amaravati,2018-11-02,14.54,53.23,36.62,0.84,8.95,104.0,30.1,16.0,63.88,23.05,1,Normal,0.178235462192478,Normal
Amaravati,2018-11-03,12.7,38.49,30.66,0.89,8.59,75.0,29.0,14.3,65.2,21.65,1,Normal,0.1703260981935743,Normal
Amaravati,2018-11-04,16.86,36.56,26.48,0.55,10.19,45.0,25.7,10.8,69.16,18.25,1,Normal,0.11744862219175367,Normal
Amaravati,2018-11-05,21.58,68.71,39.44,0.73,10.43,61.0,28.4,13.1,65.92,20.75,1,Normal,0.1609773735859084,Normal
Amaravati,2018-11-06,23.22,64.84,39.56,0.89,10.33,86.0,28.4,12.4,65.92,20.4,1,Normal,0.1562543999815535,Normal
Amaravati,2018-11-07,28.39,71.27,45.23,1.04,10.36,70.0,25.9,12.1,68.92,19.0,1,Normal,0.1289118661394379,Normal
Amaravati,2018-11-08,43.23,97.64,48.0,0.84,15.03,206.0,31.0,14.5,62.8,22.75,1,Normal,0.16852029769074278,Normal
Amaravati,2018-11-09,51.51,111.28,57.93,1.07,12.3,105.0,32.3,15.2,61.24,23.75,1,Normal,0.16017727793077902,Normal
Amaravati,2018-11-10,56.85,115.5,62.91,0.82,18.89,106.0,33.6,19.0,59.68,26.3,1,Normal,0.16314162376943503,Normal
Amaravati,2018-11-11,68.25,129.41,65.0,1.22,25.14,120.0,31.6,19.3,62.08,25.450000000000003,1,Normal,0.15547025724152258,Normal
Amaravati,2018-11-12,84.48,164.24,80.74,1.21,30.44,156.0,33.4,19.6,59.92,26.5,1,Normal,0.12121922625306575,Normal
Amaravati,2018-12-01,77.86,159.49,90.28,1.16,14.21,145.0,31.4,16.5,62.32,23.95,1,Normal,0.11060123594462468,Normal
Amaravati,2018-12-02,70.89,125.4,68.12,1.17,13.87,160.0,30.2,15.3,63.76,22.75,1,Normal,0.1585782816641505,Normal
Amaravati,2018-12-03,74.34,129.57,69.78,1.09,14.03,130.0,28.5,14.2,65.8,21.35,1,Normal,0.14917802026118449,Normal
Amaravati,2018-12-04,97.09,143.69,86.95,1.11,13.62,176.0,26.4,12.0,68.32,19.2,1,Normal,0.09077137537454394,Normal
Amaravati,2018-12-05,89.63,137.58,76.89,1.6,14.31,245.0,25.7,13.0,69.16,19.35,1,Normal,0.10603885009007241,Normal
Amaravati,2018-12-06,86.92,139.02,85.21,1.11,13.06,155.0,30.1,14.4,63.88,22.25,1,Normal,0.11804466891527504,Normal
Amaravati,2018-12-07,100.1,155.25,92.4,0.76,10.86,209.0,27.1,13.0,67.48,20.05,1,Normal,0.08492087384571168,Normal
Amaravati,2018-12-08,110.12,172.67,92.9,1.37,11.12,256.0,30.0,13.5,64.0,21.75,1,Normal,0.10022036738370627,Normal
Amaravati,2018-12-09,111.21,170.04,76.7,1.47,10.17,266.0,33.7,18.8,59.56,26.25,1,Normal,0.13724358770265765,Normal
Amaravati,2018-12-10,107.24,162.72,72.27,1.14,9.58,276.0,33.7,19.3,59.56,26.5,1,Normal,0.14847134536060907,Normal
Amaravati,2018-12-11,89.07,160.83,72.19,1.23,11.7,218.0,31.3,18.0,62.44,24.65,1,Normal,0.1513724840957542,Normal
Amaravati,2018-12-12,93.1,163.9,77.58,0.97,13.75,206.0,33.9,18.8,59.32,26.35,1,Normal,0.14339590358554527,Normal
Amaravati,2019-01-01,83.17,140.9,83.38,1.09,30.85,183.0,35.2,16.5,57.76,25.85,1,Normal,0.10241494454754818,Normal
Amaravati,2019-01-02,109.97,189.28,124.57,1.38,48.92,210.0,39.5,22.6,52.6,31.05,-1,Anomaly,-0.019826710767535394,Medium
Amaravati,2019-01-03,139.38,230.27,140.17,1.24,42.26,304.0,38.9,24.3,53.32,31.6,-1,Anomaly,-0.022411218006329725,Medium
Amaravati,2019-01-04,126.47,187.83,106.1,1.43,15.29,312.0,40.3,25.2,51.64,32.75,1,Normal,0.010611739340506632,Normal
Amaravati,2019-01-05,127.94,196.3,92.41,1.33,15.9,304.0,38.8,26.9,53.44,32.849999999999994,1,Normal,0.031089125645357263,Normal
Amaravati,2019-01-06,126.66,184.73,94.51,1.45,11.75,306.0,39.8,26.7,52.24,33.25,1,Normal,0.021151711783298777,Normal
Amaravati,2019-01-07,121.47,215.5,103.31,1.5,16.53,302.0,34.4,26.0,58.72,30.2,1,Normal,0.05970986386733346,Normal
Amaravati,2019-01-08,118.17,219.63,121.38,1.25,39.68,298.0,37.8,27.8,54.64,32.8,-1,Anomaly,-0.008193734776261286,Medium
Amaravati,2019-01-09,97.45,225.75,121.94,0.86,66.39,274.0,34.9,26.6,58.12,30.75,-1,Anomaly,-0.0016314023475949568,Medium
Amaravati,2019-01-10,115.23,198.47,113.39,0.78,9.43,270.0,32.6,26.2,60.88,29.4,1,Normal,0.056717004472706056,Normal
Amaravati,2019-01-11,121.81,193.4,100.16,0.96,10.56,302.0,31.9,25.6,61.72,28.75,1,Normal,0.09036882535704427,Normal
Amaravati,2019-01-12,99.69,157.03,71.61,0.5,10.52,257.0,29.1,24.8,65.08,26.950000000000003,1,Normal,0.14820424109497438,Normal
Amaravati,2019-02-01,63.05,111.15,68.18,1.06,13.42,141.0,36.0,19.8,56.8,27.9,1,Normal,0.14356469538949246,Normal
Amaravati,2019-02-02,71.09,128.56,85.01,1.15,10.68,130.0,37.0,22.1,55.6,29.55,1,Normal,0.1078063220501208,Normal
Amaravati,2019-02-03,76.78,129.54,69.13,1.27,17.71,149.0,39.1,25.1,53.08,32.1,1,Normal,0.10279955063632296,Normal
Amaravati,2019-02-04,73.21,129.76,61.14,1.11,16.63,150.0,41.3,25.6,50.44,33.45,1,Normal,0.06728798254482177,Normal
Amaravati,2019-02-05,81.64,146.56,83.44,1.58,12.92,159.0,38.4,26.2,53.92,32.3,1,Normal,0.08609766264232432,Normal
Amaravati,2019-02-06,81.71,142.46,74.7,1.03,18.7,178.0,40.1,26.4,51.88,33.25,1,Normal,0.06803217448177984,Normal
Amaravati,2019-02-07,75.52,125.82,25.85,0.74,12.37,159.0,35.0,25.6,58.0,30.3,1,Normal,0.18204668847131472,Normal
Amaravati,2019-02-08,58.02,96.18,16.37,0.76,8.47,126.0,39.0,28.4,53.2,33.7,1,Normal,0.14107906403804021,Normal
Amaravati,2019-02-09,65.56,128.56,23.26,0.86,16.7,115.0,34.1,27.4,59.08,30.75,1,Normal,0.1810562730904613,Normal
Amaravati,2019-02-10,56.98,148.8,16.86,0.52,10.21,136.0,32.8,26.5,60.64,29.65,1,Normal,0.18994881033745137,Normal
Amaravati,2019-02-11,74.5,119.5,17.12,0.66,10.22,131.0,30.4,25.6,63.52,28.0,1,Normal,0.1943414134403329,Normal
Amaravati,2019-02-12,66.61,121.81,26.18,0.66,9.84,137.0,29.6,25.0,64.48,27.3,1,Normal,0.20195886892732745,Normal
Amaravati,2019-03-01,27.08,59.54,9.07,0.52,11.04,101.0,36.7,19.5,55.96,28.1,1,Normal,0.1727254441936416,Normal
Amaravati,2019-03-02,23.72,51.79,8.11,0.44,8.55,63.0,37.4,21.0,55.12,29.2,1,Normal,0.1631560084245013,Normal
Amaravati,2019-03-03,22.49,54.86,12.0,0.43,5.49,57.0,37.0,23.7,55.6,30.35,1,Normal,0.16748373810719724,Normal
Amaravati,2019-03-04,21.59,52.32,10.62,0.41,11.52,54.0,42.6,27.1,48.88,34.85,1,Normal,0.07445862636800116,Normal
Amaravati,2019-03-05,34.44,76.9,13.02,0.5,14.74,61.0,39.5,25.9,52.6,32.7,1,Normal,0.14640536122300085,Normal
Amaravati,2019-03-06,49.2,116.27,16.7,0.69,15.37,120.0,40.1,26.2,51.88,33.15,1,Normal,0.13899465605582745,Normal
Amaravati,2019-03-07,42.1,87.51,13.22,0.57,11.6,105.0,35.7,25.3,57.16,30.5,1,Normal,0.1852365113892303,Normal
Amaravati,2019-03-08,16.39,53.9,8.68,0.62,10.98,92.0,40.6,29.4,51.28,35.0,1,Normal,0.10433302661680582,Normal
Amaravati,2019-03-09,12.88,59.01,9.92,0.69,12.43,86.0,35.0,25.9,58.0,30.45,1,Normal,0.17487955087792995,Normal
Amaravati,2019-03-10,10.66,47.74,8.02,0.35,12.07,56.0,32.2,26.0,61.36,29.1,1,Normal,0.17304250702503327,Normal
Amaravati,2019-03-11,12.77,50.79,8.45,0.53,14.06,78.0,27.6,24.9,66.88,26.25,1,Normal,0.1723286747579107,Normal
Amaravati,2019-03-12,27.0,90.58,15.67,0.41,13.33,74.0,29.9,24.8,64.12,27.35,1,Normal,0.19322982246705095,Normal
Amaravati,2019-04-01,37.09,70.85,7.48,0.69,12.4,102.0,36.9,19.3,55.72,28.1,1,Normal,0.1767459606448193,Normal
Amaravati,2019-04-02,30.05,62.5,8.62,0.71,14.7,92.0,36.6,22.0,56.08,29.3,1,Normal,0.17438184815482494,Normal
Amaravati,2019-04-03,20.75,45.07,5.59,0.48,9.15,58.0,37.4,23.6,55.12,30.5,1,Normal,0.1555983217066863,Normal
Amaravati,2019-04-04,13.97,39.04,7.21,0.64,10.24,76.0,41.4,25.2,50.32,33.3,1,Normal,0.11923597020281224,Normal
Amaravati,2019-04-05,18.72,50.84,6.06,0.67,13.03,78.0,40.3,26.5,51.64,33.4,1,Normal,0.12550915973683996,Normal
Amaravati,2019-04-06,22.07,63.47,5.25,0.62,12.96,91.0,39.9,26.9,52.12,33.4,1,Normal,0.1296357907276,Normal
Amaravati,2019-04-07,19.4,55.83,7.03,0.76,10.88,124.0,36.0,25.1,56.8,30.55,1,Normal,0.17468755897246213,Normal
Amaravati,2019-04-08,13.49,34.05,4.2,0.57,12.69,75.0,41.1,29.9,50.68,35.5,1,Normal,0.06813323428308615,Normal
Amaravati,2019-04-09,20.68,38.77,4.48,0.63,10.9,73.0,32.6,26.7,60.88,29.65,1,Normal,0.17617834251888204,Normal
Amaravati,2019-04-10,16.52,36.76,3.14,0.61,8.92,101.0,32.2,25.1,61.36,28.650000000000002,1,Normal,0.17032870382404697,Normal
Amaravati,2019-04-11,15.91,33.28,2.04,0.4,13.09,64.0,26.1,24.4,68.68,25.25,1,Normal,0.1353880336471936,Normal
Amaravati,2019-04-12,17.24,43.11,5.32,0.58,14.02,80.0,29.5,25.0,64.6,27.25,1,Normal,0.17796209719153955,Normal
Amaravati,2019-05-01,27.18,93.8,23.54,0.64,26.8,83.0,36.5,19.4,56.2,27.95,1,Normal,0.1595477725628226,Normal
Amaravati,2019-05-02,38.9,111.93,27.29,0.98,16.06,109.0,36.9,22.3,55.72,29.6,1,Normal,0.17220300956931395,Normal
Amaravati,2019-05-03,57.73,211.34,35.92,0.78,16.59,148.0,38.3,23.7,54.04,31.0,1,Normal,0.11998463994175174,Normal
Amaravati,2019-05-04,44.49,163.62,22.32,0.53,16.97,158.0,41.7,22.7,49.96,32.2,1,Normal,0.10530837440958296,Normal
Amaravati,2019-05-05,39.76,152.97,23.24,0.52,15.33,146.0,38.9,26.3,53.32,32.6,1,Normal,0.1420072985351884,Normal
Amaravati,2019-05-06,47.3,136.76,20.22,0.64,22.25,133.0,38.4,27.7,53.92,33.05,1,Normal,0.13832169069502404,Normal
Amaravati,2019-05-07,39.81,138.9,18.58,0.44,13.03,122.0,36.4,25.6,56.32,31.0,1,Normal,0.17479013091254425,Normal
Amaravati,2019-05-08,49.19,155.58,26.89,0.77,25.9,126.0,37.4,29.7,55.12,33.55,1,Normal,0.1198455522518011,Normal
Amaravati,2019-05-09,40.38,112.93,24.31,0.7,30.4,131.0,28.5,25.3,65.8,26.9,1,Normal,0.16349319215304053,Normal
Amaravati,2019-05-10,44.65,114.79,19.79,0.63,19.26,124.0,29.8,25.8,64.24,27.8,1,Normal,0.19183750530483595,Normal
Amaravati,2019-05-11,35.5,98.4,19.29,0.59,17.83,106.0,25.9,24.6,68.92,25.25,1,Normal,0.17615267361048814,Normal
Amaravati,2019-05-12,41.0,122.0,37.0,0.78,23.6,65.0,25.7,25.0,69.16,25.35,1,Normal,0.1606327424279393,Normal
Amaravati,2019-06-01,41.89,99.66,22.98,0.77,17.7,103.0,36.3,21.3,56.44,28.799999999999997,1,Normal,0.17540585840486372,Normal
Amaravati,2019-06-02,41.47,90.61,18.25,0.5,16.21,101.0,37.5,23.6,55.0,30.55,1,Normal,0.1578421530071945,Normal
Amaravati,2019-06-03,31.52,73.42,20.17,0.45,18.1,80.0,38.2,23.3,54.16,30.75,1,Normal,0.15490320681324804,Normal
Amaravati,2019-06-04,39.73,104.78,27.54,0.95,17.17,107.0,40.4,23.8,51.52,32.1,1,Normal,0.13628608064543973,Normal
Amaravati,2019-06-05,36.24,84.55,19.93,0.46,21.35,91.0,38.2,26.9,54.16,32.55,1,Normal,0.15122575924975845,Normal
Amaravati,2019-06-06,24.16,59.22,26.79,0.53,26.62,78.0,35.4,25.8,57.52,30.6,1,Normal,0.1625572099255106,Normal
Amaravati,2019-06-07,23.12,57.48,24.2,0.52,23.46,65.0,36.3,25.6,56.44,30.95,1,Normal,0.16351845951286909,Normal
Amaravati,2019-06-08,31.95,71.15,26.2,0.58,17.18,71.0,33.8,27.2,59.44,30.5,1,Normal,0.18089418327141105,Normal
Amaravati,2019-06-09,26.02,66.47,20.95,0.52,15.99,90.0,29.5,25.8,64.6,27.65,1,Normal,0.18887915498032054,Normal
Amaravati,2019-06-10,22.19,63.59,25.07,0.5,18.35,78.0,28.3,25.5,66.04,26.9,1,Normal,0.17915730378651779,Normal
Amaravati,2019-06-11,13.91,48.33,24.16,0.37,14.02,61.0,28.6,24.7,65.68,26.65,1,Normal,0.17787476857004164,Normal
Amaravati,2019-06-12,11.81,43.2,29.99,0.34,13.82,50.0,27.6,24.7,66.88,26.15,1,Normal,0.16561327461935993,Normal
Amaravati,2019-07-01,13.4,23.95,29.37,0.42,16.27,39.0,36.8,22.6,55.84,29.7,1,Normal,0.1491030411400147,Normal
Amaravati,2019-07-02,12.05,24.42,29.88,0.59,13.78,66.0,37.4,23.3,55.12,30.35,1,Normal,0.14153905107089432,Normal
Amaravati,2019-07-03,14.54,32.83,30.62,0.61,12.6,68.0,38.4,23.1,53.92,30.75,1,Normal,0.1490212093718462,Normal
Amaravati,2019-07-04,8.4,21.46,30.36,0.57,14.32,68.0,40.8,24.0,51.04,32.4,1,Normal,0.10536423878088558,Normal
Amaravati,2019-07-05,10.31,22.14,25.22,0.62,16.24,70.0,37.8,27.5,54.64,32.65,1,Normal,0.12867568394115247,Normal
Amaravati,2019-07-06,13.91,38.67,18.0,0.58,18.86,72.0,30.0,25.3,64.0,27.65,1,Normal,0.17631206306479263,Normal
Amaravati,2019-07-07,15.17,40.56,18.2,0.39,23.12,43.0,36.0,25.2,56.8,30.6,1,Normal,0.15279237719363437,Normal
Amaravati,2019-07-08,13.1,34.85,22.88,0.33,17.88,35.0,33.0,27.5,60.4,30.25,1,Normal,0.16023819877325435,Normal
Amaravati,2019-07-09,11.3,31.96,23.47,0.28,17.09,37.0,31.4,26.1,62.32,28.75,1,Normal,0.16156736968981245,Normal
Amaravati,2019-07-10,13.03,29.59,25.64,0.51,20.09,75.0,29.9,25.4,64.12,27.65,1,Normal,0.16705073928973835,Normal
Amaravati,2019-07-11,11.17,25.03,26.2,0.34,23.89,40.0,24.8,24.1,70.24,24.450000000000003,1,Normal,0.12663925077681853,Normal
Amaravati,2019-07-12,11.65,27.15,22.68,0.56,22.58,70.0,28.2,24.7,66.16,26.45,1,Normal,0.1494478314217108,Normal
Amaravati,2019-08-01,8.71,21.35,4.43,0.39,13.83,34.0,36.2,21.7,56.56,28.950000000000003,1,Normal,0.13760089283768834,Normal
Amaravati,2019-08-02,6.85,13.3,1.52,0.46,13.29,68.0,37.0,25.1,55.6,31.05,1,Normal,0.1295556403965502,Normal
Amaravati,2019-08-03,9.31,19.98,3.35,0.32,11.83,24.0,37.8,23.7,54.64,30.75,1,Normal,0.12636556514383396,Normal
Amaravati,2019-08-04,9.09,18.33,4.02,0.34,10.88,27.0,42.6,25.0,48.88,33.8,1,Normal,0.05839602218614104,Normal
Amaravati,2019-08-05,7.53,24.18,6.1,0.34,26.08,31.0,38.0,27.3,54.4,32.65,1,Normal,0.09783456700402177,Normal
Amaravati,2019-08-06,6.89,13.83,6.48,0.34,13.35,32.0,33.4,25.9,59.92,29.65,1,Normal,0.15184843593124486,Normal
Amaravati,2019-08-07,7.35,18.12,6.38,0.46,11.57,66.0,36.4,25.6,56.32,31.0,1,Normal,0.14851282612260042,Normal
Amaravati,2019-08-08,7.45,19.56,7.66,0.27,11.94,27.0,33.4,26.7,59.92,30.049999999999997,1,Normal,0.1540013096028542,Normal
Amaravati,2019-08-09,10.88,30.31,10.11,0.41,11.86,32.0,31.2,26.5,62.56,28.85,1,Normal,0.1726378469993574,Normal
Amaravati,2019-08-10,13.49,37.83,7.57,0.5,19.01,70.0,26.6,25.2,68.08,25.9,1,Normal,0.15267202745595426,Normal
Amaravati,2019-08-11,16.6,47.35,6.74,0.6,15.64,76.0,26.3,24.2,68.44,25.25,1,Normal,0.16266269118829058,Normal
Amaravati,2019-08-12,18.19,43.56,7.45,0.32,12.44,49.0,27.6,25.0,66.88,26.3,1,Normal,0.1711087962156319,Normal
Amaravati,2019-09-01,10.12333333,25.94,7.433333333,0.453333333,13.43666667,44.0,36.9,22.0,55.72,29.45,1,Normal,0.15022289342445083,Normal
Amaravati,2019-09-02,10.70333333,22.02666667,4.83,0.506666667,12.69666667,61.66666667,36.3,22.3,56.44,29.299999999999997,1,Normal,0.14163360697418126,Normal
Amaravati,2019-09-03,20.53333333,38.17,7.41,0.436666667,11.98666667,40.66666667,38.5,25.4,53.8,31.95,1,Normal,0.1513606737898774,Normal
Amaravati,2019-09-04,24.98,46.01666667,9.58,0.453333333,13.21666667,49.33333333,41.8,25.4,49.84,33.599999999999994,1,Normal,0.10809691828204132,Normal
Amaravati,2019-09-05,31.17,61.92333333,12.73333333,0.5,27.07333333,61.33333333,38.3,27.2,54.04,32.75,1,Normal,0.13054347681636164,Normal
Amaravati,2019-09-06,34.43666667,58.60333333,11.91666667,0.523333333,15.81666667,84.66666667,33.4,25.5,59.92,29.45,1,Normal,0.18083648673527153,Normal
Amaravati,2019-09-07,14.175,26.45,9.35,0.455,14.0,110.0,36.7,25.2,55.96,30.950000000000003,1,Normal,0.15991370813288636,Normal
Amaravati,2019-09-08,15.38,29.325,9.92,0.41,15.355,38.5,34.1,27.1,59.08,30.6,1,Normal,0.1669913649673745,Normal
Amaravati,2019-09-09,19.255,37.16,10.795,0.65,15.375,55.0,32.0,26.8,61.6,29.4,1,Normal,0.1744578966587766,Normal
Amaravati,2019-09-10,17.27,34.565,10.93,0.6,15.93,57.5,28.3,24.8,66.04,26.55,1,Normal,0.16893701220999463,Normal
Amaravati,2019-09-11,17.36,40.655,9.26,0.53,14.94,59.5,27.2,23.9,67.36,25.549999999999997,1,Normal,0.17132738767026112,Normal
Amaravati,2019-09-12,12.64,34.0,7.43,0.485,13.155,60.5,27.7,24.1,66.76,25.9,1,Normal,0.15978616217084163,Normal
Amaravati,2019-10-01,11.53666667,30.53,10.43666667,0.516666667,13.04333333,54.0,38.1,23.0,54.28,30.55,1,Normal,0.14334026890091922,Normal
Amaravati,2019-10-02,14.55666667,30.75333333,8.14,0.553333333,12.10333333,55.33333333,36.6,21.4,56.08,29.0,1,Normal,0.16550264899164457,Normal
Amaravati,2019-10-03,31.75666667,56.36,11.47,0.553333333,12.14333333,57.33333333,39.0,25.0,53.2,32.0,1,Normal,0.1635672049130067,Normal
Amaravati,2019-10-04,40.87,73.70333333,15.14,0.566666667,15.55333333,71.66666667,40.8,24.4,51.04,32.599999999999994,1,Normal,0.136135886288407,Normal
Amaravati,2019-10-05,54.81,99.66666667,19.36666667,0.66,28.06666667,91.66666667,38.4,27.2,53.92,32.8,1,Normal,0.12612177805807995,Normal
Amaravati,2019-10-06,61.98333333,103.3766667,17.35333333,0.706666667,18.28333333,137.3333333,33.5,25.2,59.8,29.35,1,Normal,0.18464484101763468,Normal
Amaravati,2019-10-07,21.0,34.78,12.32,0.45,16.43,154.0,36.4,25.5,56.32,30.95,1,Normal,0.15907691673836666,Normal
Amaravati,2019-10-08,23.31,39.09,12.18,0.55,18.77,50.0,33.0,25.9,60.4,29.45,1,Normal,0.17611091062508244,Normal
Amaravati,2019-10-09,27.63,44.01,11.48,0.89,18.89,78.0,31.3,26.7,62.44,29.0,1,Normal,0.17846873051121137,Normal
Amaravati,2019-10-10,21.05,31.3,14.29,0.7,12.85,45.0,28.4,24.5,65.92,26.45,1,Normal,0.1746437266177005,Normal
Amaravati,2019-10-11,18.12,33.96,11.78,0.46,14.24,43.0,29.4,24.2,64.72,26.799999999999997,1,Normal,0.1728423104515613,Normal
Amaravati,2019-10-12,7.09,24.44,7.41,0.65,13.87,72.0,26.4,24.2,68.32,25.299999999999997,1,Normal,0.1484927825197092,Normal
Amaravati,2019-11-01,12.95,35.12,13.44,0.58,12.65,64.0,38.3,22.6,54.04,30.45,1,Normal,0.14684401662323882,Normal
Amaravati,2019-11-02,18.41,39.48,11.45,0.6,11.51,49.0,37.6,22.8,54.88,30.200000000000003,1,Normal,0.15668908259724235,Normal
Amaravati,2019-11-03,42.98,74.55,15.53,0.67,12.3,74.0,40.0,25.0,52.0,32.5,1,Normal,0.1496108071825913,Normal
Amaravati,2019-11-04,56.76,101.39,20.7,0.68,17.89,94.0,40.3,25.2,51.64,32.75,1,Normal,0.1326956364244784,Normal
Amaravati,2019-11-05,78.45,137.41,26.0,0.82,29.06,122.0,38.8,26.9,53.44,32.849999999999994,1,Normal,0.11669352461424104,Normal
Amaravati,2019-11-06,89.53,148.15,22.79,0.89,20.75,190.0,34.1,25.2,59.08,29.65,1,Normal,0.17624536247977474,Normal
Amaravati,2019-11-07,85.95,135.44,24.78,1.04,15.74,198.0,36.7,26.6,55.96,31.650000000000002,1,Normal,0.16342359582001093,Normal
Amaravati,2019-11-08,81.5,128.86,20.13,0.93,21.32,174.0,32.5,26.3,61.0,29.4,1,Normal,0.18044965412783998,Normal
Amaravati,2019-11-09,77.93,128.41,14.09,0.75,20.18,168.0,32.3,26.9,61.24,29.599999999999998,1,Normal,0.18161027622572484,Normal
Amaravati,2019-11-10,51.46,82.75,12.24,0.64,11.75,126.0,30.9,25.1,62.92,28.0,1,Normal,0.19354721199284347,Normal
Amaravati,2019-11-11,39.26,68.41,16.23,0.67,10.97,77.0,30.4,24.9,63.52,27.65,1,Normal,0.20160220303552878,Normal
Amaravati,2019-11-12,37.5,69.2,20.42,0.91,11.84,94.0,30.3,23.4,63.64,26.85,1,Normal,0.19864997581005917,Normal
Amaravati,2019-12-01,65.14,106.58,16.03,0.95,9.83,94.0,37.2,22.4,55.36,29.8,1,Normal,0.1637448274459335,Normal
Amaravati,2019-12-02,55.72,86.96,13.9,0.7,10.3,98.0,38.1,22.5,54.28,30.3,1,Normal,0.1609424657820021,Normal
Amaravati,2019-12-03,63.99,97.97,14.49,0.72,14.19,100.0,40.2,25.5,51.76,32.85,1,Normal,0.13495445803570577,Normal
Amaravati,2019-12-04,77.57,114.45,14.81,0.83,14.99,156.0,39.0,26.1,53.2,32.55,1,Normal,0.14416588556671928,Normal
Amaravati,2019-12-05,82.76,122.21,22.64,0.78,29.74,160.0,39.5,27.2,52.6,33.35,1,Normal,0.09738756557918793,Normal
Amaravati,2019-12-06,90.54,132.55,23.89,1.0,19.16,185.0,33.9,25.5,59.32,29.7,1,Normal,0.17955607819912128,Normal
Amaravati,2019-12-07,61.25,98.77,19.42,0.95,17.57,174.0,37.1,27.4,55.48,32.25,1,Normal,0.16006141471776036,Normal
Amaravati,2019-12-08,36.75,63.62,12.29,0.56,12.2,79.0,33.4,26.2,59.92,29.799999999999997,1,Normal,0.18861874171738102,Normal
Amaravati,2019-12-09,24.96,49.69,15.4,0.52,13.35,61.0,32.6,26.2,60.88,29.4,1,Normal,0.1820776645742604,Normal
Amaravati,2019-12-10,39.12,69.06,24.73,0.77,10.8,83.0,31.4,25.4,62.32,28.4,1,Normal,0.19814173725586737,Normal
Amaravati,2019-12-11,51.44,82.17,22.53,0.68,12.58,86.0,30.2,24.8,63.76,27.5,1,Normal,0.19952139698836285,Normal
Amaravati,2019-12-12,38.89,66.08,18.7,0.62,10.22,72.0,29.3,24.3,64.84,26.8,1,Normal,0.1992361142261183,Normal
Amaravati,2020-01-01,59.64,88.85,12.12,0.77,17.53,96.0,28.6,24.5,65.68,26.55,1,Normal,0.18481122822956247,Normal
Amaravati,2020-01-02,42.46,65.39,12.17,0.73,17.09,82.0,29.4,23.9,64.72,26.65,1,Normal,0.19084313568761901,Normal
Amaravati,2020-01-03,39.07,62.93,13.53,0.69,22.14,76.0,29.8,24.3,64.24,27.05,1,Normal,0.18931444890569854,Normal
Amaravati,2020-01-04,22.79,38.35,18.79,0.64,19.87,47.0,26.0,24.8,68.8,25.4,1,Normal,0.16393249691352818,Normal
Amaravati,2020-01-05,37.81,56.66,12.98,0.63,14.68,55.0,31.4,24.0,62.32,27.7,1,Normal,0.19631250085495144,Normal
Amaravati,2020-01-06,38.82,61.4,11.64,0.65,18.74,66.0,31.3,24.9,62.44,28.1,1,Normal,0.18748348060847853,Normal
Amaravati,2020-01-07,69.49,97.7,12.04,0.68,17.89,109.0,31.2,24.7,62.56,27.95,1,Normal,0.18049042963762052,Normal
Amaravati,2020-01-08,53.32,75.4,11.47,0.64,15.37,103.0,35.2,25.6,57.76,30.400000000000002,1,Normal,0.1789306073127016,Normal
Amaravati,2020-01-09,37.23,62.09,13.23,0.53,13.54,78.0,32.4,22.4,61.12,27.4,1,Normal,0.19721149192425147,Normal
Amaravati,2020-01-10,51.22,84.62,21.49,0.67,20.19,70.0,33.9,24.7,59.32,29.299999999999997,1,Normal,0.18637805985851985,Normal
Amaravati,2020-01-11,66.57,100.98,16.47,0.76,18.45,110.0,35.6,22.1,57.28,28.85,1,Normal,0.1767998669758778,Normal
