city,date,PM2.5,PM10,NO2,CO,SO2,AQI,temperature_2m_max,temperature_2m_min,Humidity
Jorapokhar,2019-06-11,48.084,128.78,8.093333333,2.02,7.13,146.6666667,29.8,19.4,64.24
Jorapokhar,2019-06-12,43.026,143.635,9.715,1.56,5.11,154.0,25.6,21.0,69.28
Jorapokhar,2019-07-01,28.344,32.38,8.69,1.67,16.925,90.33333333,31.3,17.0,62.44
Jorapokhar,2019-07-02,27.788,56.555,8.445,1.45,6.685,101.0,32.2,16.3,61.36
Jorapokhar,2019-07-03,38.524,176.385,8.28,1.135,23.14,102.0,34.1,20.2,59.08
Jorapokhar,2019-07-04,30.612,33.32333333,8.726666667,1.44,4.37,97.33333333,35.0,19.6,58.0
Jorapokhar,2019-07-05,29.616,37.01,8.583333333,1.493333333,4.89,104.0,37.5,22.2,55.0
Jorapokhar,2019-07-06,29.628,61.98333333,8.67,2.073333333,6.316666667,120.3333333,37.5,22.6,55.0
Jorapokhar,2019-07-07,22.14,63.88,8.876666667,1.73,8.013333333,128.0,37.9,23.9,54.52
Jorapokhar,2019-07-08,23.268,71.48666667,8.666666667,1.65,6.96,126.3333333,34.0,21.6,59.2
Jorapokhar,2019-07-09,28.978,76.68333333,8.63,1.81,7.576666667,132.3333333,31.5,20.4,62.2
Jorapokhar,2019-07-10,28.384,77.83,8.756666667,2.453333333,6.1975,142.0,29.4,21.3,64.72
Jorapokhar,2019-07-11,37.056,65.63,8.656666667,1.9,7.255,133.3333333,29.2,19.6,64.96
Jorapokhar,2019-07-12,33.684,133.45,12.02,1.11,5.6,121.0,29.1,20.0,65.08
Jorapokhar,2019-08-01,19.672,26.68,9.32,1.39,3.88,85.0,32.1,17.5,61.48
Jorapokhar,2019-08-02,19.394,36.71,9.45,1.45,5.54,97.0,32.3,16.7,61.24
Jorapokhar,2019-08-03,24.762,38.25,9.24,1.61,4.9,103.0,34.5,21.7,58.6
Jorapokhar,2019-08-04,20.806,32.95,9.4,1.4,4.37,102.0,35.5,19.2,57.4
Jorapokhar,2019-08-05,20.308,24.85,9.07,1.52,4.91,105.0,37.4,21.4,55.12
Jorapokhar,2019-08-06,20.314,33.06,9.14,2.28,4.73,123.0,37.7,22.8,54.76
Jorapokhar,2019-08-07,16.57,18.43,9.42,1.35,4.75,100.0,38.5,23.7,53.8
Jorapokhar,2019-08-08,17.134,17.47,9.2,1.52,4.93,109.0,31.8,21.9,61.84
Jorapokhar,2019-08-09,20.574,19.15,9.22,1.91,4.76,112.0,29.8,21.7,64.24
Jorapokhar,2019-08-10,21.692,18.62,9.36,2.74,5.74,130.0,27.6,20.9,66.88
Jorapokhar,2019-08-11,26.028,2.48,9.22,1.78,7.38,120.0,29.8,20.3,64.24
Jorapokhar,2019-08-12,24.342,21.17,9.4,1.95,6.68,88.0,29.7,19.8,64.36
Jorapokhar,2019-09-01,11.0,29.74,9.09,2.28,3.76,117.0,31.0,17.2,62.8
Jorapokhar,2019-09-02,11.0,37.34,9.41,2.27,3.7,122.0,32.5,17.5,61.0
Jorapokhar,2019-09-03,11.0,27.03,9.46,1.99,3.63,117.0,34.1,21.7,59.08
Jorapokhar,2019-09-04,11.0,25.63,9.42,2.14,3.74,111.0,35.4,19.9,57.52
Jorapokhar,2019-09-05,11.0,17.54,9.2,1.81,3.62,106.0,37.0,22.3,55.6
Jorapokhar,2019-09-06,11.0,22.39,9.28,1.77,3.52,110.0,38.0,24.0,54.4
Jorapokhar,2019-09-07,11.0,21.19,9.2,1.65,3.47,99.0,39.4,23.2,52.72
Jorapokhar,2019-09-08,11.0,20.58,9.48,1.72,3.99,103.0,32.6,20.8,60.88
Jorapokhar,2019-09-09,12.17,23.54,9.22,1.06,3.47,92.0,29.6,22.0,64.48
Jorapokhar,2019-09-10,15.0,27.46,9.24,2.348571429,3.43,27.0,28.1,21.4,66.28
Jorapokhar,2019-09-11,15.0,28.62,9.21,1.483333333,3.37,110.0,29.2,20.3,64.96
Jorapokhar,2019-09-12,15.0,36.2,9.33,2.025,3.26,168.0,28.3,20.2,66.04
Jorapokhar,2019-10-01,40.315,65.57,8.97,1.9,4.35,55.0,31.6,18.8,62.08
Jorapokhar,2019-10-02,37.595,67.48,9.155,1.816,4.45,123.5,32.7,18.3,60.76
Jorapokhar,2019-10-03,38.01,65.62,9.11,1.658333333,4.59,128.5,34.7,21.8,58.36
Jorapokhar,2019-10-04,42.99,57.83,9.02,1.783333333,4.47,70.0,34.9,18.8,58.12
Jorapokhar,2019-10-05,57.89,65.31,9.25,1.508333333,5.05,95.0,37.0,21.6,55.6
Jorapokhar,2019-10-06,56.7,68.22,9.28,1.475,4.18,102.0,37.2,23.8,55.36
Jorapokhar,2019-10-07,50.2,65.3,9.16,1.375,5.27,212.0,37.8,24.6,54.64
Jorapokhar,2019-10-08,41.38,62.51,9.0,1.29,4.73,92.0,29.2,21.5,64.96
Jorapokhar,2019-10-09,41.9,61.22,9.27,0.883333333,5.61,67.0,29.1,21.6,65.08
Jorapokhar,2019-10-10,42.01,67.7,9.23,1.957142857,5.42,71.0,27.1,21.3,67.48
Jorapokhar,2019-10-11,52.04,73.54,9.38,1.186666667,5.48,73.0,29.1,20.1,65.08
Jorapokhar,2019-10-12,59.98,65.74,9.19,2.1,5.61,93.0,27.6,20.4,66.88
Jorapokhar,2019-11-01,69.63,101.4,8.85,1.52,4.94,136.0,32.0,19.7,61.6
Jorapokhar,2019-11-02,64.19,97.62,8.9,1.362,5.2,125.0,34.4,18.9,58.72
Jorapokhar,2019-11-03,84.44,113.21,9.05,1.326666667,4.67,140.0,35.5,22.6,57.4
Jorapokhar,2019-11-04,81.96,116.47,9.02,1.426666667,4.43,189.0,35.2,19.8,57.76
Jorapokhar,2019-11-05,78.73,111.58,8.94,1.206666667,4.92,155.0,35.3,21.4,57.64
Jorapokhar,2019-11-06,73.1,107.97,9.2,1.18,5.36,159.0,37.1,22.8,55.48
Jorapokhar,2019-11-07,87.87,122.77,9.72,1.1,6.3,173.0,37.5,24.6,55.0
Jorapokhar,2019-11-08,82.13,115.11,9.66,0.86,6.06,211.0,32.2,21.1,61.36
Jorapokhar,2019-11-09,45.74,98.21,9.25,0.706666667,5.88,117.0,30.5,20.6,63.4
Jorapokhar,2019-11-10,42.71,98.61,9.21,1.565714286,6.06,97.0,28.8,20.6,65.44
Jorapokhar,2019-11-11,55.88,125.52,9.06,0.89,5.21,104.0,28.2,20.4,66.16
Jorapokhar,2019-11-12,62.87,110.06,9.08,2.175,6.0,118.0,29.4,20.1,64.72
Jorapokhar,2019-12-01,75.02,154.86,9.06,1.14,21.81,167.0,32.4,19.3,61.12
Jorapokhar,2019-12-02,78.88,160.28,9.25,0.908,24.66,153.0,34.2,18.8,58.96
Jorapokhar,2019-12-03,88.18,179.12,9.37,0.995,22.66,185.0,34.5,20.5,58.6
Jorapokhar,2019-12-04,91.95,185.9,9.45,1.07,27.46,202.0,35.9,21.3,56.92
Jorapokhar,2019-12-05,86.48,181.81,9.3,0.905,24.19,187.0,35.5,20.7,57.4
Jorapokhar,2019-12-06,97.29,200.99,9.7,0.885,31.83,209.0,37.7,23.0,54.76
Jorapokhar,2019-12-07,97.86,249.96,9.52,0.825,25.48,234.0,37.8,23.1,54.64
Jorapokhar,2019-12-08,104.32,241.05,9.32,0.43,34.57,235.0,27.1,21.2,67.48
Jorapokhar,2019-12-09,91.18,211.02,9.5,0.53,37.91,206.0,32.2,21.3,61.36
Jorapokhar,2019-12-10,96.83,220.76,9.42,1.174285714,29.06,229.0,27.1,20.5,67.48
Jorapokhar,2019-12-11,105.64,233.43,9.53,0.593333333,31.05,230.0,28.8,19.7,65.44
Jorapokhar,2019-12-12,114.61,245.4,9.57,2.25,37.55,280.0,29.3,19.9,64.84
Jorapokhar,2020-01-01,64.59,186.03,8.87,2.325,26.27,178.0,26.8,20.0,67.84
Jorapokhar,2020-01-02,61.48,140.69,8.82,1.9575,25.47,137.0,26.9,20.2,67.72
Jorapokhar,2020-01-03,43.86,103.69,8.95,0.84,22.85,117.0,25.7,19.9,69.16
Jorapokhar,2020-01-04,53.06,138.23,9.12,0.9975,23.47,109.0,27.2,20.8,67.36
Jorapokhar,2020-01-05,39.78,103.93,8.47,1.0025,22.22,118.0,28.3,20.6,66.04
Jorapokhar,2020-01-06,53.52,162.81,8.74,0.735,24.31,116.0,28.1,19.7,66.28
Jorapokhar,2020-01-07,70.22,212.13,9.22,0.9125,25.33,162.0,26.5,20.3,68.2
Jorapokhar,2020-01-08,84.12,263.8,9.42,0.7175,31.24,204.0,28.6,20.4,65.68
Jorapokhar,2020-01-09,66.1,179.78,8.87,0.77,29.7,239.0,27.4,19.6,67.12
Jorapokhar,2020-01-10,47.62,129.94,8.49,0.88,23.44,210.0,26.6,19.6,68.08
Jorapokhar,2020-01-11,53.03,121.55,8.7,0.775,23.93,125.0,27.7,19.9,66.76
Jorapokhar,2020-01-12,50.35,127.13,8.81,1.6325,24.73,127.0,28.4,20.2,65.92
Jorapokhar,2020-02-01,65.93,146.95,7.16,2.4,27.64,139.0,29.7,20.1,64.36
Jorapokhar,2020-02-02,49.91,119.47,6.69,2.245,20.6,122.0,29.1,19.7,65.08
Jorapokhar,2020-02-03,52.27,151.35,6.72,1.15,28.44,117.0,25.9,20.4,68.92
Jorapokhar,2020-02-04,66.67,213.44,7.01,1.525,36.01,161.0,27.1,20.5,67.48
Jorapokhar,2020-02-05,62.9,193.97,6.92,1.535,29.72,174.0,22.8,20.2,72.64
Jorapokhar,2020-02-06,47.42,142.64,6.82,1.1,27.28,148.0,27.7,19.1,66.76
Jorapokhar,2020-02-07,74.59,194.27,6.79,1.445,29.53,141.0,27.8,20.2,66.64
Jorapokhar,2020-02-08,83.58,279.62,7.04,0.965,21.93,171.0,28.8,19.5,65.44
Jorapokhar,2020-02-09,58.95,150.52,9.93,1.04,29.875,194.3333333,27.3,19.0,67.24
Jorapokhar,2020-02-10,95.63,164.12,6.94,1.31,29.06,181.3333333,27.1,19.3,67.48
Jorapokhar,2020-02-11,87.29,148.76,11.48,1.22,24.3,188.0,27.8,19.7,66.64
Jorapokhar,2020-02-12,82.96,151.91,11.93,1.715,22.22,204.0,28.4,19.8,65.92
Jorapokhar,2020-03-01,97.24,197.27,10.2,2.475,40.11,220.0,26.5,19.9,68.2
Jorapokhar,2020-03-02,96.88,185.34,10.71,2.5325,37.23,217.0,25.8,20.4,69.04
Jorapokhar,2020-03-03,97.87,276.26,10.33,1.46,38.72,243.0,22.3,20.1,73.24
Jorapokhar,2020-03-04,54.15,101.22,10.21,2.0525,27.15,155.0,26.8,20.5,67.84
Jorapokhar,2020-03-05,38.98,93.97,10.47,2.0675,32.29,101.0,26.3,20.0,68.44
Jorapokhar,2020-03-06,52.5,117.5,9.96,1.465,25.02,84.0,25.3,20.0,69.64
Jorapokhar,2020-03-07,30.3,156.885,10.06,1.9775,25.93,142.5,28.8,20.2,65.44
Jorapokhar,2020-03-08,70.46,196.5,10.08,1.2125,22.19,152.0,29.0,19.1,65.2
Jorapokhar,2020-03-09,51.8,121.26,10.99,1.31,30.05,149.6666667,27.3,19.6,67.24
Jorapokhar,2020-03-10,86.645,145.655,12.92,1.74,38.65,152.6666667,25.8,19.7,69.04
Jorapokhar,2020-03-11,79.415,137.29,10.88,1.665,36.06,177.0,27.7,19.8,66.76
Jorapokhar,2020-03-12,71.115,136.99,9.7,1.7975,35.35,164.0,28.7,19.5,65.56
Jorapokhar,2020-04-01,70.65,99.85,10.4,2.55,43.45,135.0,28.6,20.0,65.68
Jorapokhar,2020-04-02,81.31,110.3,11.45,2.82,45.65,193.0,26.5,20.5,68.2
Jorapokhar,2020-04-03,54.69,99.09,11.05,1.77,26.44,123.0,25.1,19.7,69.88
Jorapokhar,2020-04-04,71.96,119.98,10.37,2.58,41.63,148.0,26.8,20.9,67.84
Jorapokhar,2020-04-05,55.22,105.92,11.64,2.6,43.76,175.0,27.8,20.2,66.64
Jorapokhar,2020-04-06,60.45,92.36,11.44,1.83,25.33,115.0,24.9,20.2,70.12
Jorapokhar,2020-04-07,79.89,119.5,10.92,2.51,40.62,144.0,28.6,20.2,65.68
Jorapokhar,2020-04-08,57.34,113.38,11.01,1.46,28.34,133.0,27.9,20.7,66.52
Jorapokhar,2020-04-09,44.65,92.0,11.28,1.58,27.59,105.0,27.1,19.8,67.48
Jorapokhar,2020-04-10,77.66,127.19,10.87,2.17,43.13,124.0,23.8,19.6,71.44
Jorapokhar,2020-04-11,71.54,125.82,11.36,2.11,35.49,166.0,27.1,19.8,67.48
Jorapokhar,2020-04-12,59.27,122.07,11.72,1.88,39.72,124.0,29.1,19.4,65.08
Jorapokhar,2020-05-01,38.03,99.9,10.11,0.77,24.16,107.0,27.8,20.4,66.64
Jorapokhar,2020-05-02,27.08,87.66,10.59,0.87,21.94,98.0,26.3,20.2,68.44
Jorapokhar,2020-05-03,32.4,98.09,10.88,1.27,23.11,102.0,27.2,20.4,67.36
Jorapokhar,2020-05-04,34.5,119.93,9.92,1.28,26.23,112.0,27.4,20.8,67.12
Jorapokhar,2020-05-05,27.08,139.89,10.12,1.45,25.22,172.0,26.7,20.2,67.96
Jorapokhar,2020-05-06,10.04,122.4,10.25,1.48,25.86,121.0,27.1,19.5,67.48
Jorapokhar,2020-05-07,18.7,128.72,10.27,1.43,24.44,121.0,28.5,20.3,65.8
Jorapokhar,2020-05-08,31.7,104.75,9.84,1.28,28.43,123.0,28.7,19.9,65.56
Jorapokhar,2020-05-09,63.25,100.36,9.95,1.41,32.52,116.0,28.1,19.4,66.28
Jorapokhar,2020-05-10,49.33,97.73,10.68,1.2,28.17,220.0,26.9,20.1,67.72
Jorapokhar,2020-05-11,37.77,80.81,10.38,1.28,22.12,140.0,27.6,19.6,66.88
Jorapokhar,2020-05-12,60.69,86.13,11.99,1.28,25.64,127.0,28.4,18.5,65.92
Jorapokhar,2020-06-01,30.4,152.57,11.01,0.49,21.81,145.0,28.7,19.7,65.56
Jorapokhar,2020-06-02,23.9,155.42,11.24,0.53,23.8,236.0,24.3,20.3,70.84
Jorapokhar,2020-06-03,42.73,155.23,12.11,0.47,24.1,168.0,27.6,20.5,66.88
Jorapokhar,2020-06-04,37.14,163.98,11.56,0.47,30.31,141.0,27.2,20.3,67.36
Jorapokhar,2020-06-05,40.3,150.2,10.49,0.37,18.6,138.0,27.4,19.4,67.12
Jorapokhar,2020-06-06,40.13,152.03,11.15,0.38,23.3,132.0,27.9,19.7,66.52
Jorapokhar,2020-06-07,51.41,173.57,10.99,0.47,37.25,146.0,28.7,21.7,65.56
Jorapokhar,2020-06-08,48.9,165.25,10.01,0.5,27.6,142.0,27.4,20.6,67.12
Jorapokhar,2020-06-09,55.435,170.46,10.58,0.45,30.13,148.0,26.7,19.7,67.96
Jorapokhar,2020-06-10,51.18,159.89,11.19,0.33,20.57,143.0,27.4,20.4,67.12
Jorapokhar,2020-06-11,44.06,161.62,10.21,1.55,24.02,140.0,25.7,20.2,69.16
Jorapokhar,2020-06-12,61.00023499,109.67,9.67,1.83,22.13,129.0,28.4,18.7,65.92
Jorapokhar,2020-07-01,45.94,102.38,14.11,1.67,10.57,86.0,29.3,19.4,64.84
Kochi,2020-02-01,43.87,95.77,63.37,1.13,20.31,151.0,34.6,26.6,58.48
Kochi,2020-02-02,43.18,83.08,53.51,0.96,21.4,104.0,35.3,27.3,57.64
Kochi,2020-02-03,53.08,97.71,43.92,1.08,20.68,91.0,34.2,27.9,58.96
Kochi,2020-02-04,61.09,107.42,26.5,1.33,20.68,106.0,33.5,26.6,59.8
Kochi,2020-02-05,63.96,108.51,19.25,1.36,13.97,108.0,32.7,25.2,60.76
Kochi,2020-02-06,45.35,96.72,33.31,1.2,13.44,95.0,32.2,25.6,61.36
Kochi,2020-02-07,53.29,108.96,14.51,1.24,20.96,104.0,29.9,25.0,64.12
Kochi,2020-02-08,49.9,140.63,14.2,1.18,20.81,118.0,32.4,26.5,61.12
Kochi,2020-02-09,43.48,111.94,11.28,1.04,21.71,119.0,30.4,24.2,63.52
Kochi,2020-02-10,46.11,123.94,18.02,1.07,19.31,109.0,31.0,24.4,62.8
Kochi,2020-02-11,46.9,122.94,17.39,1.13,23.75,114.0,30.1,24.7,63.88
Kochi,2020-02-12,56.29,136.05,18.4,1.28,23.29,127.0,30.0,25.4,64.0
Kochi,2020-03-01,47.81,128.53,8.2,1.34,14.79,136.0,35.7,27.8,57.16
Kochi,2020-03-02,41.58,102.17,5.81,1.32,17.99,110.0,35.6,27.1,57.28
Kochi,2020-03-03,38.21,97.42,0.61,1.42,17.33,98.0,34.7,27.7,58.36
Kochi,2020-03-04,35.82,93.48,0.4,1.43,17.78,97.0,33.7,26.2,59.56
Kochi,2020-03-05,52.44,101.4,1.58,1.46,20.05,107.0,32.6,25.2,60.88
Kochi,2020-03-06,35.12,256.55,10.37,1.48,19.47,84.0,32.4,25.2,61.12
Kochi,2020-03-07,33.79,209.44,6.13,1.39,17.99,162.0,28.7,25.3,65.56
Kochi,2020-03-08,35.83,179.02,1.43,1.22,19.37,172.0,32.4,26.7,61.12
Kochi,2020-03-09,30.75,116.84,1.24,1.22,20.07,138.0,30.0,24.4,64.0
Kochi,2020-03-10,42.87,129.32,2.42,1.34,20.52,125.0,29.9,25.0,64.12
Kochi,2020-03-11,31.4,130.88,3.36,1.29,20.56,123.0,30.3,24.4,63.64
Kochi,2020-03-12,23.38,82.01,0.12,1.2,20.51,122.0,27.7,24.9,66.76
Kochi,2020-04-01,30.75,52.03,1.09,0.82,23.0,132.0,35.8,27.9,57.04
Kochi,2020-04-02,34.89,53.13,1.31,0.85,16.86,87.0,36.1,28.3,56.68
Kochi,2020-04-03,24.16,46.07,1.52,0.85,17.02,68.0,34.5,26.6,58.6
Kochi,2020-04-04,24.83,39.45,0.89,0.84,16.48,65.0,33.4,25.6,59.92
Kochi,2020-04-05,18.62,29.48,1.04,0.82,16.53,65.0,32.8,24.9,60.64
Kochi,2020-04-06,10.46,21.13,2.15,0.85,16.61,73.0,32.9,25.3,60.52
Kochi,2020-04-07,14.02,23.28,2.41,0.88,16.77,78.0,29.4,25.1,64.72
Kochi,2020-04-08,22.53,40.42,2.13,0.95,16.6,79.0,30.9,25.2,62.92
Kochi,2020-04-09,15.99,40.0,1.94,0.89,16.83,78.0,30.5,24.1,63.4
Kochi,2020-04-10,13.58,28.51,2.79,0.87,16.78,77.0,30.5,25.0,63.4
Kochi,2020-04-11,15.42,27.99,3.66,0.88,16.71,80.0,29.9,24.3,64.12
Kochi,2020-04-12,16.76,30.75,3.26,0.91,16.58,82.0,27.9,24.2,66.52
Kochi,2020-05-01,15.63,36.21,6.42,1.05,16.7,54.0,35.4,27.8,57.52
Kochi,2020-05-02,17.28,35.46,6.35,1.05,16.76,54.0,36.7,28.2,55.96
Kochi,2020-05-03,25.3,39.08,6.48,1.08,17.04,57.0,34.9,25.9,58.12
Kochi,2020-05-04,20.54,40.1,6.93,1.11,16.95,56.0,32.6,26.0,60.88
Kochi,2020-05-05,26.15,45.89,7.48,1.21,17.05,64.0,32.1,24.9,61.48
Kochi,2020-05-06,7.97,42.51,9.58,1.28,18.27,94.0,31.7,24.6,61.96
Kochi,2020-05-07,18.39,49.33,28.65,1.58,4.59,103.0,31.7,24.9,61.96
Kochi,2020-05-08,11.06,28.83,21.83,1.27,12.34,106.0,29.4,24.4,64.72
Kochi,2020-05-09,13.96,28.02,14.53,1.27,12.83,82.0,30.7,24.2,63.16
Kochi,2020-05-10,20.77,32.4,10.54,1.25,12.68,69.0,26.8,24.8,67.84
Kochi,2020-05-11,11.22,23.51,12.01,1.22,12.88,66.0,29.7,24.4,64.36
Kochi,2020-05-12,23.25,49.33,13.63,1.4,12.62,73.0,28.7,24.3,65.56
Kochi,2020-06-01,10.84,20.53,18.85,1.33,13.17,96.0,35.3,27.8,57.64
Kochi,2020-06-02,9.18,15.06,19.13,1.39,14.92,94.0,36.1,27.2,56.68
Kochi,2020-06-03,9.81,19.41,20.44,1.43,14.53,100.0,32.7,25.4,60.76
Kochi,2020-06-04,10.08,24.34,24.3,1.55,14.54,105.0,32.5,25.0,61.0
Kochi,2020-06-05,8.13,17.91,26.91,1.79,16.51,115.0,30.8,25.4,63.04
Kochi,2020-06-06,8.72,13.78,27.23,1.76,20.34,115.0,30.7,24.0,63.16
Kochi,2020-06-07,11.87,17.09,29.28,1.49,20.86,128.0,32.3,25.7,61.24
Kochi,2020-06-08,21.24,44.7,29.79,1.59,21.1,125.0,27.2,23.7,67.36
Kochi,2020-06-09,32.95,52.99,30.32,1.83,21.36,98.0,31.5,24.7,62.2
Kochi,2020-06-10,27.31,43.64,31.36,1.72,21.5,93.0,25.9,24.4,68.92
Kochi,2020-06-11,15.88,23.46,16.9,1.79,21.58,96.0,29.7,24.3,64.36
Kochi,2020-06-12,21.57,32.58,5.93,1.72,20.4,93.0,28.2,24.5,66.16
Kochi,2020-07-01,5.97,10.97,2.5,1.92,20.77,102.0,34.7,27.4,58.36
Kolkata,2018-04-10,34.38,57.0,40.97,1.0,25.46,327.5,35.2,26.2,57.76
Kolkata,2018-04-11,29.0,50.87,34.03,0.98,10.32,73.0,35.4,27.2,57.52
Kolkata,2018-04-12,21.7,43.04,39.49,0.73,10.505,60.0,36.8,27.4,55.84
Kolkata,2018-05-01,27.7,57.99,32.56,0.0,11.14,58.0,27.8,22.6,66.64
Kolkata,2018-05-02,112.0266667,188.3833333,32.6,0.0,16.71,226.0,29.0,22.4,65.2
Kolkata,2018-05-03,111.53,175.5433333,34.32,0.0,6.33,231.3333333,29.5,19.1,64.6
Kolkata,2018-05-04,86.68,148.615,29.82,0.0,25.42,240.6666667,30.8,20.8,63.04
Kolkata,2018-05-05,136.84,226.8966667,22.13,0.0,12.79,247.6666667,30.5,23.2,63.4
Kolkata,2018-05-06,173.3333333,269.2133333,17.74,0.0,11.41,284.3333333,32.0,20.9,61.6
Kolkata,2018-05-07,112.135,178.305,25.31,0.0,48.9,277.6666667,34.5,26.0,58.6
Kolkata,2018-05-08,181.9,288.7333333,28.31,0.0,16.63666667,295.3333333,35.1,27.0,57.88
Kolkata,2018-05-09,174.4333333,269.5966667,24.03,0.0,11.63333333,278.0,33.9,26.3,59.32
Kolkata,2018-05-10,29.19,50.88666667,30.86,0.0,17.38333333,237.0,34.4,26.9,58.72
Kolkata,2018-05-11,25.33666667,45.93666667,27.36,0.0,7.25,65.0,35.1,27.9,57.88
Kolkata,2018-05-12,20.59333333,41.0,31.14,0.0,7.43,54.0,36.7,28.2,55.96
Kolkata,2018-06-01,27.7,57.99,23.435,0.0,11.14,58.0,27.7,21.4,66.76
Kolkata,2018-06-02,70.64333333,121.8666667,26.13,0.0,12.92,144.0,29.1,22.4,65.08
Kolkata,2018-06-03,69.67,113.1366667,32.07,0.0,3.98,140.6666667,30.1,20.3,63.88
Kolkata,2018-06-04,4.99,12.03,11.72,0.0,40.43,149.3333333,31.0,20.4,62.8
Kolkata,2018-06-05,89.75,137.3633333,31.175,0.0,9.68,152.3333333,31.4,21.3,62.32
Kolkata,2018-06-06,106.7966667,167.1966667,33.195,0.0,6.25,180.6666667,31.6,22.4,62.08
Kolkata,2018-06-07,3.56,7.12,6.67,0.0,81.59,171.3333333,33.5,25.9,59.8
Kolkata,2018-06-08,95.87,158.5766667,23.105,0.0,8.993333333,165.6666667,35.0,27.7,58.0
Kolkata,2018-06-09,95.06666667,150.2533333,29.19,0.0,6.396666667,157.0,35.0,25.7,58.0
Kolkata,2018-06-10,24.0,44.77333333,32.775,0.0,9.306666667,146.5,34.6,26.6,58.48
Kolkata,2018-06-11,21.67333333,41.00333333,28.295,0.0,4.18,57.0,35.7,27.3,57.16
Kolkata,2018-06-12,19.48666667,38.96,29.42,0.16,4.355,48.0,38.5,28.5,53.8
Kolkata,2018-07-01,27.7,57.99,14.31,0.32,11.14,58.0,27.8,20.2,66.64
Kolkata,2018-07-02,29.26,55.35,19.66,0.37,9.13,62.0,29.4,21.8,64.72
Kolkata,2018-07-03,27.81,50.73,29.82,0.39,1.63,50.0,30.4,19.6,63.52
Kolkata,2018-07-04,33.61,53.17,31.37,0.43,2.12,58.0,32.6,20.9,60.88
Kolkata,2018-07-05,42.66,47.83,40.22,0.41,6.57,57.0,32.9,20.4,60.52
Kolkata,2018-07-06,40.26,65.18,48.65,0.44,1.09,77.0,31.8,21.3,61.84
Kolkata,2018-07-07,18.54,37.89,31.28,0.36,1.29,65.0,33.9,25.2,59.32
Kolkata,2018-07-08,9.84,28.42,17.9,0.3,1.35,36.0,35.4,27.7,57.52
Kolkata,2018-07-09,15.7,30.91,34.35,0.36,1.16,36.0,33.4,26.5,59.92
Kolkata,2018-07-10,18.81,38.66,34.69,0.37,1.23,56.0,34.9,26.3,58.12
Kolkata,2018-07-11,18.01,36.07,29.23,0.38,1.11,49.0,35.6,27.5,57.28
Kolkata,2018-07-12,18.38,36.92,27.7,0.4,1.28,42.0,38.8,28.7,53.44
Kolkata,2018-08-01,29.1,39.94,47.49,1.16,2.12,75.0,27.6,22.3,66.88
Kolkata,2018-08-02,33.29,64.64,31.22,1.17,4.35,71.0,29.8,20.7,64.24
Kolkata,2018-08-03,41.84,86.59,35.44,1.31,4.48,78.0,30.8,19.1,63.04
Kolkata,2018-08-04,42.38,80.48,31.76,1.27,4.03,82.0,31.8,20.4,61.84
Kolkata,2018-08-05,33.39,57.79,35.27,1.4,1.89,81.0,32.6,21.5,60.88
Kolkata,2018-08-06,33.48,67.16,35.57,1.54,1.4,85.0,31.5,22.6,62.2
Kolkata,2018-08-07,15.58,34.3,27.7,1.23,1.24,77.0,33.1,26.2,60.28
Kolkata,2018-08-08,18.05,36.65,28.5,1.17,1.56,66.0,33.7,26.9,59.56
Kolkata,2018-08-09,17.7,39.71,35.14,1.27,1.58,70.0,33.9,26.3,59.32
Kolkata,2018-08-10,22.57,46.16,33.86,1.26,1.59,73.0,35.9,26.9,56.92
Kolkata,2018-08-11,19.17,41.21,24.94,1.23,1.61,68.0,35.9,27.0,56.92
Kolkata,2018-08-12,16.08,35.46,22.15,1.22,1.51,68.0,39.9,30.1,52.12
Kolkata,2018-09-01,12.81,29.29,31.44,1.17,1.36,65.0,27.4,20.9,67.12
Kolkata,2018-09-02,17.66,28.39,32.41,1.22,1.52,66.0,29.7,21.0,64.36
Kolkata,2018-09-03,33.71,54.09,33.64,1.19,4.48,71.0,29.9,18.4,64.12
Kolkata,2018-09-04,49.03,75.89,47.85,1.47,2.42,81.0,31.6,21.4,62.08
Kolkata,2018-09-05,29.75,47.56,35.17,1.28,1.5,86.0,31.3,22.5,62.44
Kolkata,2018-09-06,11.17,27.02,21.96,1.01,1.45,59.0,33.1,21.4,60.28
Kolkata,2018-09-07,14.2,39.94,26.79,1.07,1.51,58.0,33.8,26.4,59.44
Kolkata,2018-09-08,20.14,45.48,22.62,1.24,1.74,67.0,33.3,25.9,60.04
Kolkata,2018-09-09,19.4,42.79,17.18,1.11,2.93,63.0,33.5,26.3,59.8
Kolkata,2018-09-10,29.06,51.97,19.42,1.15,6.43,66.0,35.3,27.2,57.64
Kolkata,2018-09-11,35.32,56.64,32.77,1.36,4.3,74.0,34.5,26.9,58.6
Kolkata,2018-09-12,46.23,73.8,36.36,1.41,4.68,83.0,40.5,30.8,51.4
Kolkata,2018-10-01,70.58,134.51,62.14,1.78,6.26,143.0,27.1,19.9,67.48
Kolkata,2018-10-02,62.53,113.68,38.27,1.38,6.65,118.0,29.2,19.9,64.96
Kolkata,2018-10-03,61.41,111.2,38.11,1.45,9.27,105.0,30.5,19.9,63.4
Kolkata,2018-10-04,79.58,140.16,62.66,1.61,8.72,145.0,31.0,20.3,62.8
Kolkata,2018-10-05,91.06,147.47,51.91,2.01,5.49,188.0,31.5,21.9,62.2
